Avg.Daily.Particulates,Chlamydia.Rate,County,Dentist.Ratio,FIPS,MV.Mortality.Rate,Mentally.Unhealthy.Days,Perc.Children.in.Poverty,Perc.Diabetic.Screening,Perc.Excessive.Drinking,Perc.Fair.Poor.Health,Perc.Fast.Foods,Perc.High.School.Grad,Perc.Limited.Access,Perc.Low.Birth.Weight,Perc.Mammography,Perc.No.Soc.Emo.Support,Perc.Obese,Perc.Physically.Inactive,Perc.Single.Parent.HH,Perc.Smokers,Perc.Some.College,Perc.Unemployed,Perc.Uninsured,Perc.pop.in.viol,Physically.Unhealthy.Days,Pr.Care.Physician.Ratio,Prev.Hosp.Stay.Rate,Rec.Facility.Rate,State,Teen.Birth.Rate,Violent.Crime.Rate,YPLL.Rate,source,FIPS1,FIPS2
13.0,291.0,1228,2475.0,45077,20.0,4.0,24.0,86.0,9.0,18.0,51.0,73.0,12.0,8.0,73.0,18.0,28.0,27.0,26.0,21.0,58.0,9.0,20.0,6.0,4.0,1610.0,62.0,10.0,40,31.0,344.0,8244.0,train,45,077
13.0,498.0,1374,5041.0,45081,24.0,3.0,28.0,79.0,21.0,17.0,23.0,78.0,2.0,10.0,59.0,27.0,33.0,32.0,29.0,23.0,37.0,9.0,25.0,1.0,3.0,9963.0,57.0,0.0,40,55.0,555.0,8762.0,train,45,081
13.0,796.0,1522,2758.0,45085,23.0,3.0,28.0,83.0,13.0,18.0,56.0,81.0,9.0,11.0,68.0,27.0,37.0,32.0,45.0,23.0,55.0,11.0,19.0,2.0,4.0,2029.0,71.0,5.0,40,59.0,769.0,9220.0,train,45,085
13.0,335.0,1754,2380.0,45091,17.0,3.0,21.0,89.0,13.0,13.0,56.0,79.0,6.0,8.0,64.0,19.0,30.0,26.0,30.0,21.0,66.0,14.0,19.0,5.0,3.0,2063.0,50.0,8.0,40,43.0,656.0,6905.0,train,45,091
9.0,420.0,111,2004.0,46005,12.0,2.0,21.0,90.0,19.0,12.0,52.0,82.0,8.0,8.0,67.0,21.0,33.0,31.0,23.0,18.0,56.0,4.0,14.0,0.0,3.0,1583.0,48.0,17.0,41,48.0,119.0,7168.0,train,46,005
9.0,525.0,128,3481.0,46007,54.0,3.0,49.0,51.0,28.0,17.0,33.0,58.0,49.0,7.0,67.0,20.0,37.0,29.0,72.0,24.0,58.0,6.0,21.0,0.0,3.0,3444.0,71.0,0.0,41,74.0,215.0,16752.0,train,46,007
10.0,170.0,162,2873.0,46009,26.0,2.0,20.0,78.0,16.0,9.0,25.0,90.0,30.0,6.0,73.0,17.0,30.0,31.0,18.0,20.0,45.0,6.0,15.0,0.0,3.0,1177.0,72.0,0.0,41,19.0,5.0,3843.0,train,46,009
10.0,266.0,198,2741.0,46011,11.0,2.0,13.0,91.0,19.0,8.0,47.0,91.0,16.0,5.0,79.0,13.0,27.0,22.0,23.0,14.0,72.0,4.0,13.0,0.0,2.0,2136.0,55.0,6.0,41,11.0,37.0,4515.0,train,46,011
8.0,435.0,203,1727.0,46013,11.0,2.0,13.0,88.0,21.0,12.0,55.0,86.0,7.0,6.0,74.0,14.0,32.0,30.0,24.0,18.0,72.0,4.0,11.0,73.0,3.0,1308.0,57.0,19.0,41,28.0,165.0,5521.0,train,46,013
9.0,343.0,204,5402.0,46015,33.0,3.0,18.0,83.0,17.0,13.0,40.0,85.0,11.0,6.0,65.0,22.0,35.0,34.0,20.0,15.0,45.0,4.0,17.0,71.0,3.0,2138.0,64.0,19.0,41,25.0,212.0,6938.0,train,46,015
7.0,198.0,226,2050.0,46019,21.0,3.0,24.0,79.0,11.0,13.0,38.0,88.0,12.0,6.0,68.0,18.0,31.0,32.0,21.0,19.0,59.0,5.0,17.0,3.0,3.0,2535.0,41.0,20.0,41,39.0,102.0,6593.0,train,46,019
10.0,515.0,286,3245.0,46023,27.0,2.0,36.0,93.0,22.0,10.0,46.0,89.0,17.0,6.0,62.0,17.0,35.0,30.0,43.0,19.0,50.0,5.0,19.0,10.0,2.0,1306.0,99.0,0.0,41,79.0,186.0,10480.0,train,46,023
9.0,0.0,331,2090.0,46025,33.0,3.0,24.0,89.0,15.0,12.0,37.0,94.0,13.0,6.0,83.0,15.0,33.0,31.0,24.0,19.0,49.0,5.0,18.0,4.0,3.0,2138.0,69.0,0.0,41,43.0,0.0,5765.0,train,46,025
7.0,1482.0,387,4073.0,46031,111.0,4.0,49.0,44.0,24.0,21.0,50.0,53.0,63.0,6.0,47.0,38.0,42.0,32.0,44.0,35.0,49.0,8.0,22.0,7.0,4.0,2138.0,71.0,0.0,41,87.0,0.0,21217.0,train,46,031
8.0,426.0,420,8509.0,46033,20.0,4.0,21.0,86.0,16.0,12.0,33.0,88.0,7.0,8.0,62.0,16.0,26.0,26.0,27.0,20.0,78.0,5.0,14.0,18.0,3.0,1179.0,53.0,12.0,41,31.0,83.0,6278.0,train,46,033
9.0,175.0,440,2930.0,46037,25.0,2.0,23.0,90.0,19.0,11.0,27.0,92.0,19.0,5.0,77.0,22.0,32.0,31.0,34.0,16.0,59.0,7.0,20.0,6.0,4.0,2861.0,72.0,0.0,41,34.0,119.0,6379.0,train,46,037
10.0,92.0,460,4406.0,46039,33.0,2.0,14.0,77.0,26.0,13.0,17.0,94.0,27.0,7.0,81.0,18.0,33.0,28.0,9.0,21.0,56.0,5.0,17.0,0.0,3.0,4356.0,77.0,0.0,41,26.0,47.0,7340.0,train,46,039
7.0,2245.0,461,5354.0,46041,55.0,3.0,40.0,53.0,24.0,20.0,25.0,75.0,19.0,7.0,52.0,35.0,43.0,34.0,52.0,38.0,36.0,13.0,23.0,0.0,3.0,1333.0,106.0,0.0,41,100.0,41.0,17152.0,train,46,041
7.0,74.0,511,2948.0,46045,33.0,1.0,17.0,96.0,20.0,11.0,14.0,100.0,17.0,6.0,78.0,23.0,39.0,29.0,9.0,14.0,64.0,4.0,15.0,0.0,3.0,2138.0,74.0,0.0,41,43.0,0.0,5187.0,train,46,045
8.0,113.0,541,1837.0,46047,22.0,3.0,24.0,81.0,17.0,16.0,41.0,88.0,15.0,6.0,51.0,19.0,32.0,24.0,29.0,21.0,67.0,5.0,16.0,13.0,4.0,1778.0,60.0,14.0,41,48.0,47.0,7706.0,train,46,047
10.0,68.0,636,2486.0,46051,33.0,4.0,14.0,87.0,22.0,18.0,46.0,96.0,6.0,7.0,78.0,16.0,33.0,31.0,22.0,21.0,59.0,5.0,14.0,0.0,3.0,1225.0,43.0,14.0,41,27.0,119.0,6207.0,train,46,051
10.0,102.0,671,2948.0,46057,33.0,2.0,17.0,91.0,17.0,11.0,50.0,93.0,36.0,5.0,70.0,12.0,30.0,30.0,17.0,21.0,57.0,4.0,16.0,0.0,3.0,5925.0,84.0,0.0,41,28.0,122.0,5017.0,train,46,057
10.0,41.0,750,2726.0,46067,33.0,2.0,18.0,92.0,15.0,12.0,20.0,95.0,15.0,5.0,63.0,15.0,31.0,30.0,21.0,10.0,65.0,4.0,15.0,0.0,2.0,2138.0,67.0,0.0,41,12.0,0.0,5188.0,train,46,067
10.0,58.0,835,1784.0,46077,36.0,2.0,16.0,81.0,17.0,10.0,37.0,86.0,15.0,5.0,66.0,13.0,27.0,31.0,17.0,14.0,64.0,4.0,14.0,10.0,2.0,2574.0,65.0,0.0,41,17.0,119.0,7312.0,train,46,077
8.0,241.0,889,1485.0,46081,15.0,3.0,17.0,84.0,20.0,11.0,42.0,76.0,5.0,8.0,69.0,13.0,23.0,25.0,27.0,22.0,66.0,5.0,15.0,1.0,3.0,2138.0,41.0,12.0,41,23.0,95.0,5220.0,train,46,081
8.0,481.0,1212,1423.0,46103,11.0,3.0,20.0,80.0,17.0,11.0,47.0,80.0,8.0,7.0,71.0,17.0,26.0,23.0,38.0,21.0,68.0,5.0,15.0,2.0,3.0,1299.0,46.0,13.0,41,53.0,454.0,6729.0,train,46,103
10.0,700.0,1336,2094.0,46109,26.0,2.0,28.0,85.0,18.0,10.0,41.0,83.0,18.0,6.0,54.0,25.0,36.0,31.0,43.0,25.0,61.0,7.0,19.0,7.0,3.0,1273.0,62.0,0.0,41,66.0,181.0,10890.0,train,46,109
9.0,94.0,1467,1703.0,46115,33.0,2.0,16.0,87.0,22.0,13.0,25.0,86.0,14.0,9.0,66.0,16.0,36.0,33.0,14.0,15.0,57.0,4.0,12.0,5.0,3.0,2137.0,108.0,16.0,41,17.0,163.0,7383.0,train,46,115
8.0,270.0,1492,2984.0,46117,33.0,2.0,17.0,83.0,20.0,16.0,14.0,97.0,7.0,6.0,71.0,17.0,33.0,32.0,36.0,18.0,63.0,4.0,16.0,0.0,3.0,1492.0,71.0,0.0,41,32.0,47.0,5868.0,train,46,117
9.0,2050.0,1570,4846.0,46121,96.0,3.0,52.0,35.0,21.0,20.0,50.0,43.0,13.0,9.0,67.0,25.0,42.0,31.0,61.0,39.0,47.0,8.0,15.0,9.0,4.0,4832.0,169.0,0.0,41,116.0,119.0,20965.0,train,46,121
9.0,284.0,1589,2888.0,46123,33.0,4.0,28.0,81.0,17.0,14.0,40.0,80.0,10.0,8.0,46.0,15.0,36.0,34.0,30.0,12.0,66.0,4.0,20.0,67.0,4.0,2138.0,86.0,53.0,41,42.0,88.0,5786.0,train,46,123
10.0,132.0,1598,8503.0,46125,22.0,2.0,12.0,89.0,18.0,10.0,18.0,91.0,9.0,7.0,64.0,18.0,31.0,32.0,21.0,15.0,68.0,4.0,14.0,19.0,3.0,2087.0,66.0,0.0,41,16.0,92.0,5984.0,train,46,125
10.0,97.0,1611,1823.0,46127,33.0,2.0,9.0,91.0,20.0,12.0,35.0,88.0,3.0,8.0,70.0,14.0,30.0,24.0,19.0,17.0,76.0,5.0,8.0,0.0,2.0,1208.0,64.0,14.0,41,21.0,37.0,4499.0,train,46,127
14.0,254.0,34,1623.0,47001,24.0,3.0,25.0,87.0,12.0,18.0,61.0,88.0,5.0,9.0,63.0,17.0,31.0,33.0,29.0,24.0,50.0,8.0,14.0,0.0,5.0,1472.0,55.0,5.0,42,46.0,391.0,8831.0,train,47,001
14.0,309.0,119,3808.0,47003,24.0,3.0,28.0,85.0,8.0,20.0,55.0,81.0,6.0,9.0,67.0,18.0,34.0,31.0,34.0,24.0,35.0,11.0,22.0,33.0,4.0,2822.0,125.0,9.0,42,66.0,374.0,8756.0,train,47,003
15.0,212.0,132,5548.0,47005,31.0,3.0,35.0,88.0,8.0,20.0,33.0,90.0,6.0,10.0,52.0,24.0,33.0,32.0,28.0,28.0,41.0,12.0,18.0,0.0,5.0,5494.0,91.0,6.0,42,60.0,225.0,12849.0,train,47,005
14.0,327.0,182,2546.0,47011,16.0,4.0,28.0,89.0,7.0,18.0,59.0,86.0,11.0,9.0,65.0,20.0,29.0,31.0,30.0,22.0,54.0,9.0,17.0,82.0,4.0,1870.0,100.0,7.0,42,49.0,694.0,7836.0,train,47,011
14.0,118.0,246,4119.0,47013,30.0,6.0,39.0,87.0,1.0,38.0,73.0,85.0,7.0,9.0,61.0,18.0,34.0,36.0,30.0,30.0,33.0,12.0,17.0,11.0,8.0,1627.0,152.0,10.0,42,57.0,562.0,11456.0,train,47,013
13.0,150.0,261,3922.0,47019,18.0,4.0,31.0,84.0,5.0,25.0,63.0,92.0,15.0,10.0,67.0,19.0,35.0,33.0,31.0,28.0,47.0,9.0,18.0,0.0,6.0,3185.0,95.0,2.0,42,49.0,219.0,9292.0,train,47,019
14.0,174.0,298,5627.0,47021,30.0,3.0,21.0,89.0,4.0,22.0,50.0,84.0,0.0,9.0,61.0,12.0,32.0,33.0,26.0,24.0,54.0,9.0,16.0,0.0,4.0,2793.0,89.0,3.0,42,39.0,298.0,8866.0,train,47,021
14.0,269.0,307,3683.0,47023,24.0,3.0,27.0,88.0,10.0,18.0,53.0,93.0,6.0,8.0,57.0,17.0,36.0,29.0,36.0,21.0,47.0,10.0,16.0,0.0,3.0,5719.0,84.0,6.0,42,32.0,380.0,8791.0,train,47,023
13.0,143.0,326,4786.0,47025,29.0,4.0,37.0,84.0,11.0,21.0,64.0,84.0,9.0,10.0,46.0,18.0,30.0,36.0,26.0,24.0,37.0,12.0,16.0,52.0,5.0,2687.0,148.0,3.0,42,44.0,421.0,11863.0,train,47,025
14.0,102.0,334,7966.0,47027,43.0,3.0,35.0,84.0,3.0,21.0,43.0,96.0,0.0,7.0,64.0,18.0,32.0,30.0,28.0,24.0,44.0,11.0,19.0,0.0,4.0,7870.0,157.0,0.0,42,55.0,251.0,11710.0,train,47,027
14.0,363.0,408,2956.0,47033,16.0,5.0,29.0,87.0,5.0,19.0,80.0,95.0,0.0,7.0,62.0,18.0,34.0,33.0,46.0,24.0,41.0,12.0,20.0,0.0,4.0,4862.0,83.0,0.0,42,58.0,340.0,10499.0,train,47,033
14.0,335.0,416,3553.0,47035,21.0,3.0,34.0,89.0,6.0,22.0,40.0,92.0,5.0,9.0,74.0,20.0,27.0,28.0,24.0,20.0,45.0,10.0,19.0,0.0,4.0,1479.0,69.0,5.0,42,66.0,345.0,9769.0,train,47,035
14.0,558.0,433,1492.0,47037,14.0,3.0,29.0,87.0,12.0,15.0,51.0,76.0,8.0,9.0,64.0,18.0,30.0,27.0,43.0,18.0,65.0,8.0,20.0,82.0,3.0,1084.0,65.0,9.0,42,50.0,1202.0,8401.0,train,47,037
14.0,230.0,448,1993.0,47039,42.0,3.0,33.0,86.0,11.0,29.0,29.0,87.0,3.0,7.0,66.0,18.0,30.0,36.0,38.0,20.0,44.0,11.0,18.0,25.0,6.0,2349.0,159.0,9.0,42,58.0,230.0,12419.0,train,47,039
14.0,187.0,443,4759.0,47041,33.0,5.0,32.0,90.0,6.0,21.0,27.0,94.0,1.0,9.0,56.0,20.0,32.0,30.0,23.0,30.0,40.0,9.0,21.0,0.0,4.0,1703.0,108.0,0.0,42,71.0,333.0,12583.0,train,47,041
15.0,306.0,465,1864.0,47043,32.0,4.0,22.0,90.0,9.0,21.0,50.0,85.0,5.0,8.0,61.0,17.0,30.0,32.0,31.0,25.0,48.0,10.0,16.0,0.0,4.0,2260.0,98.0,16.0,42,56.0,411.0,9637.0,train,47,043
14.0,616.0,495,2285.0,47045,21.0,3.0,30.0,88.0,11.0,19.0,56.0,89.0,14.0,11.0,58.0,17.0,36.0,35.0,39.0,33.0,45.0,13.0,15.0,0.0,4.0,1474.0,139.0,8.0,42,67.0,636.0,8484.0,train,47,045
14.0,95.0,549,6030.0,47049,36.0,4.0,39.0,86.0,2.0,21.0,47.0,93.0,0.0,10.0,61.0,21.0,35.0,34.0,33.0,24.0,32.0,11.0,18.0,15.0,8.0,1995.0,190.0,6.0,42,56.0,310.0,12764.0,train,47,049
14.0,670.0,605,3168.0,47053,26.0,4.0,27.0,88.0,11.0,24.0,55.0,91.0,6.0,9.0,61.0,20.0,37.0,39.0,34.0,30.0,51.0,13.0,16.0,0.0,4.0,1713.0,79.0,14.0,42,58.0,556.0,10967.0,train,47,053
14.0,302.0,608,3341.0,47055,27.0,3.0,26.0,91.0,10.0,22.0,55.0,85.0,6.0,8.0,59.0,21.0,36.0,31.0,33.0,29.0,43.0,11.0,17.0,3.0,4.0,1959.0,86.0,10.0,42,48.0,333.0,9447.0,train,47,055
14.0,185.0,630,7624.0,47057,35.0,3.0,32.0,85.0,4.0,23.0,56.0,92.0,0.0,9.0,58.0,18.0,32.0,34.0,20.0,24.0,32.0,12.0,19.0,0.0,5.0,7574.0,110.0,0.0,42,57.0,159.0,9881.0,train,47,057
14.0,190.0,646,2714.0,47059,24.0,4.0,38.0,84.0,4.0,23.0,55.0,94.0,4.0,9.0,62.0,20.0,32.0,34.0,33.0,29.0,40.0,12.0,17.0,32.0,6.0,1529.0,97.0,3.0,42,52.0,373.0,10052.0,train,47,059
14.0,139.0,657,4028.0,47061,56.0,8.0,45.0,74.0,5.0,21.0,56.0,86.0,5.0,10.0,46.0,18.0,30.0,33.0,45.0,24.0,26.0,12.0,17.0,51.0,7.0,3427.0,115.0,7.0,42,55.0,388.0,16601.0,train,47,061
14.0,237.0,669,1925.0,47063,18.0,5.0,29.0,86.0,8.0,25.0,62.0,90.0,11.0,8.0,62.0,24.0,33.0,34.0,29.0,23.0,47.0,11.0,20.0,0.0,6.0,1361.0,112.0,5.0,42,73.0,533.0,9486.0,train,47,063
14.0,457.0,670,1563.0,47065,14.0,3.0,28.0,87.0,11.0,17.0,53.0,82.0,12.0,11.0,68.0,16.0,30.0,27.0,36.0,19.0,64.0,8.0,16.0,0.0,3.0,1025.0,49.0,11.0,42,48.0,698.0,8358.0,train,47,065
13.0,191.0,676,6985.0,47067,46.0,3.0,45.0,86.0,7.0,21.0,67.0,74.0,1.0,10.0,36.0,18.0,31.0,36.0,33.0,24.0,29.0,14.0,18.0,0.0,4.0,6836.0,172.0,0.0,42,56.0,178.0,13756.0,train,47,067
13.0,727.0,681,3875.0,47069,29.0,3.0,31.0,78.0,5.0,29.0,41.0,81.0,10.0,12.0,62.0,18.0,39.0,34.0,45.0,24.0,34.0,12.0,16.0,0.0,4.0,3396.0,100.0,4.0,42,66.0,578.0,9662.0,train,47,069
14.0,188.0,682,4399.0,47071,31.0,3.0,40.0,80.0,6.0,24.0,27.0,85.0,6.0,10.0,56.0,22.0,30.0,36.0,38.0,22.0,35.0,11.0,18.0,0.0,5.0,2169.0,94.0,15.0,42,53.0,657.0,11322.0,train,47,071
13.0,141.0,698,6369.0,47073,29.0,4.0,29.0,90.0,5.0,26.0,62.0,91.0,8.0,8.0,62.0,24.0,34.0,33.0,29.0,26.0,45.0,9.0,15.0,41.0,6.0,3159.0,99.0,5.0,42,55.0,280.0,9723.0,train,47,073
14.0,617.0,700,3788.0,47075,22.0,3.0,35.0,85.0,10.0,23.0,61.0,79.0,8.0,12.0,64.0,18.0,36.0,34.0,42.0,17.0,41.0,14.0,18.0,0.0,4.0,2346.0,100.0,11.0,42,71.0,1237.0,10103.0,train,47,075
15.0,223.0,712,8726.0,47081,22.0,5.0,31.0,87.0,4.0,22.0,32.0,89.0,3.0,8.0,62.0,19.0,32.0,32.0,27.0,36.0,36.0,11.0,17.0,0.0,7.0,6166.0,101.0,0.0,42,61.0,221.0,10127.0,train,47,081
15.0,202.0,736,8618.0,47083,31.0,3.0,30.0,83.0,3.0,21.0,40.0,95.0,2.0,6.0,45.0,6.0,33.0,31.0,31.0,24.0,41.0,10.0,18.0,0.0,4.0,2813.0,185.0,12.0,42,72.0,389.0,8965.0,train,47,083
14.0,103.0,777,5913.0,47087,17.0,3.0,37.0,85.0,7.0,21.0,33.0,89.0,0.0,7.0,61.0,18.0,35.0,34.0,32.0,24.0,29.0,10.0,18.0,0.0,4.0,1165.0,102.0,0.0,42,42.0,211.0,10742.0,train,47,087
13.0,104.0,793,3349.0,47091,24.0,3.0,37.0,84.0,3.0,27.0,64.0,89.0,5.0,11.0,58.0,23.0,32.0,32.0,29.0,24.0,33.0,12.0,17.0,9.0,5.0,2283.0,84.0,6.0,42,61.0,454.0,9480.0,train,47,091
13.0,613.0,866,5166.0,47095,22.0,4.0,48.0,88.0,4.0,19.0,29.0,80.0,0.0,11.0,55.0,18.0,35.0,37.0,52.0,24.0,27.0,12.0,15.0,0.0,4.0,2887.0,145.0,0.0,42,93.0,289.0,10030.0,train,47,095
14.0,795.0,885,7630.0,47097,26.0,3.0,39.0,86.0,13.0,24.0,53.0,85.0,5.0,12.0,55.0,28.0,36.0,35.0,47.0,32.0,32.0,14.0,16.0,0.0,6.0,9262.0,122.0,0.0,42,76.0,716.0,10265.0,train,47,097
14.0,189.0,907,3095.0,47101,29.0,5.0,33.0,77.0,2.0,19.0,67.0,87.0,2.0,8.0,55.0,18.0,32.0,37.0,30.0,24.0,35.0,13.0,19.0,0.0,5.0,4054.0,114.0,0.0,42,62.0,449.0,9198.0,train,47,101
14.0,390.0,914,3371.0,47103,32.0,4.0,25.0,87.0,6.0,24.0,47.0,92.0,6.0,11.0,65.0,17.0,34.0,35.0,29.0,27.0,42.0,6.0,15.0,6.0,5.0,1453.0,87.0,12.0,42,58.0,466.0,9404.0,train,47,103
14.0,290.0,928,2141.0,47105,20.0,4.0,24.0,91.0,13.0,14.0,50.0,90.0,10.0,8.0,80.0,24.0,31.0,30.0,21.0,24.0,48.0,8.0,17.0,0.0,4.0,2032.0,61.0,6.0,42,54.0,393.0,7770.0,train,47,105
14.0,184.0,1004,2934.0,47109,44.0,4.0,32.0,81.0,4.0,26.0,47.0,93.0,5.0,8.0,53.0,19.0,37.0,34.0,24.0,25.0,42.0,11.0,17.0,0.0,5.0,2372.0,128.0,12.0,42,58.0,277.0,11280.0,train,47,109
14.0,701.0,950,1657.0,47113,19.0,3.0,32.0,89.0,10.0,19.0,48.0,92.0,9.0,10.0,65.0,20.0,34.0,29.0,46.0,21.0,57.0,10.0,16.0,0.0,4.0,2887.0,69.0,13.0,42,49.0,786.0,8294.0,train,47,113
14.0,266.0,968,7135.0,47115,27.0,3.0,29.0,86.0,9.0,28.0,40.0,83.0,3.0,12.0,53.0,20.0,32.0,37.0,36.0,25.0,41.0,10.0,17.0,27.0,7.0,2176.0,109.0,7.0,42,61.0,407.0,10449.0,train,47,115
14.0,317.0,972,3447.0,47117,27.0,3.0,24.0,85.0,9.0,21.0,59.0,89.0,3.0,9.0,66.0,22.0,31.0,34.0,30.0,25.0,42.0,14.0,18.0,0.0,6.0,3833.0,72.0,7.0,42,53.0,349.0,8654.0,train,47,117
14.0,247.0,1011,1190.0,47121,34.0,5.0,33.0,91.0,7.0,21.0,14.0,91.0,0.0,7.0,67.0,18.0,34.0,35.0,35.0,24.0,32.0,12.0,17.0,0.0,5.0,2354.0,105.0,0.0,42,62.0,379.0,13451.0,train,47,121
14.0,256.0,1052,3220.0,47123,28.0,3.0,34.0,88.0,9.0,21.0,53.0,91.0,2.0,8.0,64.0,18.0,34.0,32.0,30.0,40.0,38.0,12.0,18.0,0.0,4.0,2972.0,95.0,7.0,42,67.0,446.0,9017.0,train,47,123
14.0,654.0,1057,2805.0,47125,17.0,3.0,24.0,79.0,16.0,18.0,52.0,93.0,13.0,8.0,50.0,15.0,33.0,30.0,36.0,28.0,64.0,9.0,14.0,0.0,5.0,2407.0,95.0,6.0,42,47.0,610.0,7727.0,train,47,125
14.0,277.0,1065,8167.0,47129,31.0,3.0,30.0,90.0,5.0,26.0,43.0,92.0,9.0,9.0,50.0,18.0,32.0,30.0,25.0,24.0,33.0,11.0,16.0,0.0,6.0,1098.0,89.0,0.0,42,47.0,119.0,9974.0,train,47,129
14.0,418.0,1138,2935.0,47131,27.0,3.0,28.0,86.0,8.0,19.0,50.0,85.0,4.0,9.0,60.0,16.0,32.0,37.0,33.0,26.0,42.0,13.0,16.0,18.0,4.0,1989.0,83.0,9.0,42,61.0,340.0,9858.0,train,47,131
14.0,177.0,1178,4478.0,47133,29.0,4.0,34.0,91.0,5.0,31.0,47.0,91.0,1.0,9.0,50.0,23.0,33.0,35.0,18.0,29.0,41.0,10.0,17.0,0.0,6.0,2210.0,141.0,9.0,42,43.0,258.0,10338.0,train,47,133
14.0,190.0,1218,8058.0,47135,50.0,4.0,31.0,80.0,1.0,21.0,75.0,91.0,4.0,7.0,58.0,18.0,31.0,32.0,26.0,24.0,33.0,14.0,20.0,31.0,5.0,2645.0,206.0,0.0,42,49.0,278.0,10282.0,train,47,135
14.0,39.0,1229,4028.0,47137,26.0,3.0,31.0,82.0,7.0,21.0,57.0,96.0,0.0,7.0,59.0,18.0,31.0,34.0,24.0,24.0,35.0,15.0,21.0,0.0,4.0,5074.0,182.0,0.0,42,49.0,21.0,8402.0,train,47,137
14.0,236.0,1333,2737.0,47145,22.0,3.0,29.0,87.0,4.0,24.0,54.0,78.0,9.0,9.0,67.0,18.0,35.0,35.0,35.0,16.0,51.0,8.0,14.0,0.0,4.0,2847.0,70.0,9.0,42,47.0,266.0,10180.0,train,47,145
14.0,234.0,1337,3732.0,47147,23.0,3.0,22.0,82.0,11.0,17.0,56.0,94.0,2.0,8.0,63.0,17.0,32.0,34.0,31.0,23.0,48.0,8.0,17.0,74.0,3.0,2374.0,98.0,5.0,42,60.0,541.0,8378.0,train,47,147
14.0,397.0,1362,2489.0,47149,13.0,3.0,16.0,86.0,8.0,16.0,52.0,92.0,6.0,8.0,70.0,13.0,30.0,27.0,31.0,19.0,65.0,8.0,16.0,0.0,4.0,2334.0,95.0,6.0,42,37.0,447.0,6788.0,train,47,149
14.0,117.0,1415,3748.0,47151,34.0,5.0,34.0,85.0,5.0,21.0,84.0,87.0,3.0,8.0,54.0,18.0,32.0,37.0,25.0,24.0,39.0,20.0,18.0,0.0,4.0,2778.0,133.0,0.0,42,61.0,507.0,10666.0,train,47,151
14.0,92.0,1424,4771.0,47153,37.0,5.0,32.0,87.0,10.0,32.0,50.0,91.0,0.0,10.0,54.0,18.0,36.0,32.0,31.0,24.0,43.0,9.0,17.0,0.0,9.0,2825.0,84.0,7.0,42,67.0,432.0,10280.0,train,47,153
14.0,234.0,1426,3645.0,47155,20.0,3.0,29.0,87.0,11.0,22.0,37.0,80.0,5.0,9.0,61.0,16.0,30.0,29.0,27.0,27.0,47.0,10.0,22.0,50.0,4.0,2436.0,66.0,7.0,42,57.0,359.0,8773.0,train,47,155
13.0,1076.0,1436,1706.0,47157,15.0,3.0,31.0,84.0,14.0,15.0,54.0,77.0,9.0,11.0,62.0,20.0,34.0,29.0,51.0,19.0,61.0,10.0,18.0,0.0,3.0,1274.0,62.0,7.0,42,62.0,1377.0,9835.0,train,47,157
14.0,110.0,1453,4827.0,47159,28.0,3.0,27.0,86.0,6.0,16.0,44.0,92.0,1.0,8.0,57.0,18.0,33.0,32.0,27.0,17.0,40.0,9.0,17.0,14.0,3.0,1740.0,111.0,5.0,42,46.0,235.0,8151.0,train,47,159
14.0,113.0,1506,3358.0,47161,35.0,3.0,26.0,84.0,3.0,21.0,45.0,95.0,5.0,11.0,49.0,18.0,33.0,34.0,31.0,24.0,51.0,12.0,17.0,0.0,4.0,6671.0,103.0,0.0,42,42.0,336.0,11334.0,train,47,161
14.0,181.0,1521,2802.0,47165,16.0,4.0,17.0,84.0,11.0,18.0,50.0,90.0,6.0,8.0,64.0,19.0,30.0,29.0,24.0,21.0,60.0,8.0,15.0,5.0,3.0,1854.0,88.0,9.0,42,43.0,326.0,7282.0,train,47,165
14.0,98.0,1610,3735.0,47171,21.0,4.0,29.0,84.0,6.0,22.0,46.0,94.0,3.0,8.0,65.0,22.0,33.0,32.0,28.0,24.0,44.0,10.0,16.0,0.0,5.0,1827.0,103.0,6.0,42,44.0,139.0,9655.0,train,47,171
14.0,108.0,1621,4028.0,47175,31.0,4.0,31.0,87.0,7.0,26.0,49.0,86.0,1.0,8.0,62.0,18.0,33.0,34.0,29.0,24.0,19.0,12.0,18.0,48.0,5.0,5545.0,153.0,0.0,42,59.0,206.0,8426.0,train,47,175
14.0,223.0,1658,3110.0,47177,30.0,6.0,32.0,89.0,4.0,29.0,56.0,87.0,2.0,8.0,63.0,23.0,35.0,32.0,30.0,23.0,40.0,11.0,22.0,58.0,6.0,1811.0,106.0,3.0,42,67.0,289.0,9675.0,train,47,177
13.0,186.0,1665,2031.0,47179,18.0,4.0,24.0,85.0,7.0,19.0,50.0,90.0,6.0,9.0,70.0,20.0,29.0,29.0,31.0,26.0,64.0,8.0,15.0,0.0,5.0,2887.0,90.0,10.0,42,34.0,451.0,8155.0,train,47,179
14.0,94.0,1674,9570.0,47181,25.0,3.0,32.0,83.0,6.0,22.0,23.0,91.0,9.0,8.0,55.0,23.0,32.0,30.0,36.0,19.0,32.0,12.0,18.0,0.0,5.0,2428.0,151.0,0.0,42,40.0,189.0,10013.0,train,47,181
